School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher,City,Zipcode,Address
'AURORA FRONTIER K-8',9,7,6,6,9,8,9,7,10,6,624,0.001603,0.134615,0.165064,0.248397,0.383013,0.001603,0.065705,0.2901,0.262398,0.653248,0.322,0.325,AURORA,80013,3200 S JERICHO WAY
'AURORA FRONTIER K-8',11,9,7,10,8,10,11,9,12,8,624,0.001603,0.134615,0.165064,0.248397,0.383013,0.001603,0.065705,0.2901,0.262398,0.653248,0.322,0.325,AURORA,80013,3200 S JERICHO WAY
'AURORA HILLS MIDDLE SCHOOL',4,3,3,4,3,3,6,6,6,6,933,0.003215,0.027867,0.239014,0.557342,0.138264,0.002144,0.032154,0.7395,0.435153,0.354999,0.215,0.24,AURORA,80012,1009 SOUTH UVALDA ST
'AURORA QUEST K-8',13,13,13,13,13,13,13,13,13,13,604,0.006623,0.102649,0.114238,0.180464,0.514901,0.009934,0.071192,0.2583,0.435153,0.354999,0.215,0.24,AURORA,80012,472 SOUTH WHEELING ST
'AURORA QUEST K-8',10,13,13,13,13,13,6,9,6,6,604,0.006623,0.102649,0.114238,0.180464,0.514901,0.009934,0.071192,0.2583,0.435153,0.354999,0.215,0.24,AURORA,80012,472 SOUTH WHEELING ST
'AURORA WEST COLLEGE PREPARATORY ACADEMY',6,2,1,3,1,1,9,9,7,9,986,0.007099,0.073022,0.080122,0.773834,0.05071,0.002028,0.013185,0.9452,0.408398,0.234598,0.098,0.121,AURORA,80010,10100 EAST 13TH AVE
'AXL ACADEMY',6,4,5,3,5,4,6,6,6,6,450,0.013333,0.017778,0.322222,0.302222,0.293333,0,0.051111,0.5995,0.435153,0.354999,0.215,0.24,AURORA,80012,14100 EAST JEWELL AVENUE
'AXL ACADEMY',7,5,6,3,5,6,10,13,7,12,450,0.013333,0.017778,0.322222,0.302222,0.293333,0,0.051111,0.5995,0.435153,0.354999,0.215,0.24,AURORA,80012,14100 EAST JEWELL AVENUE
'BOSTON K-8 SCHOOL',1,1,1,3,1,1,1,1,3,1,504,0.001984,0.130952,0.107143,0.706349,0.027778,0.003968,0.021825,0.7762,0.408398,0.234598,0.098,0.121,AURORA,80010,1365 JAMAICA STREET
'BOSTON K-8 SCHOOL',5,1,1,2,1,1,7,6,9,6,504,0.001984,0.130952,0.107143,0.706349,0.027778,0.003968,0.021825,0.7762,0.408398,0.234598,0.098,0.121,AURORA,80010,1365 JAMAICA STREET
'CENTURY ELEMENTARY SCHOOL',5,5,5,5,5,4,6,5,7,3,371,0.005391,0.03504,0.283019,0.345013,0.274933,0,0.056604,0.7251,0.333028,0.496394,0.372,0.407,AURORA,80014,2500 SOUTH GRANBY WAY
'CLYDE MILLER K-8',9,5,3,5,5,5,10,8,12,9,467,0.008565,0.012848,0.130621,0.605996,0.199143,0,0.042827,0.6886,0.402318,0.323802,0.126,0.139,AURORA,80011,1701 ESPANA ST
'CLYDE MILLER K-8',10,6,6,6,6,6.718607,11,12,9,9,467,0.008565,0.012848,0.130621,0.605996,0.199143,0,0.042827,0.6886,0.402318,0.323802,0.126,0.139,AURORA,80011,1701 ESPANA ST
'COLUMBIA MIDDLE SCHOOL',6,6,5,6,6,6,7,6,7,6,779,0.016688,0.038511,0.192555,0.333761,0.377407,0.003851,0.037227,0.5302,0.262398,0.653248,0.322,0.325,AURORA,80013,17600 EAST COLUMBIA AVE
'CRAWFORD ELEMENTARY SCHOOL',3,1,1,1,1,1,5,6,6,6,703,0.004267,0.123755,0.093883,0.743954,0.014225,0,0.019915,0.9135,0.408398,0.234598,0.098,0.121,CRAWFORD,81415,51 FIR AVE
'DALTON ELEMENTARY SCHOOL',9,6,6,6,7,6,9,6,9,8,527,0.00759,0.058824,0.165085,0.341556,0.375712,0.001898,0.049336,0.494,0.262398,0.653248,0.322,0.325,AURORA,80013,17401 EAST DARTMOUTH AVE
'DARTMOUTH ELEMENTARY SCHOOL',6,3,3,3,5,3,7,7,8,9,407,0.009828,0.022113,0.125307,0.422604,0.366093,0,0.054054,0.5612,0.262398,0.653248,0.322,0.325,AURORA,80013,3050 SOUTH LAREDO ST
'EAST MIDDLE SCHOOL',6,2,1,3,1,4,9,7,8,7,984,0.005081,0.033537,0.170732,0.688008,0.07622,0.007114,0.019309,0.8181,0.402318,0.323802,0.126,0.139,GRAND JUNCTION,81501,830 GUNNISON AVE
'ELKHART ELEMENTARY SCHOOL',5,2,1,3,3,1,7,7,7,7,767,0.003911,0.04824,0.132986,0.71708,0.070404,0.005215,0.022164,0.9413,0.402318,0.323802,0.126,0.139,AURORA,80011,1020 EAGLE ST
'FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL',2,1,1,1,1,3,5,6,3,5,279,0.014337,0.028674,0.075269,0.827957,0.050179,0,0.003584,0.9283,0.408398,0.234598,0.098,0.121,AURORA,80010,10455 EAST 25TH AVENUE
'FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL',5,1,1,2,3,1,6,7,3,9,279,0.014337,0.028674,0.075269,0.827957,0.050179,0,0.003584,0.9283,0.408398,0.234598,0.098,0.121,AURORA,80010,10455 EAST 25TH AVENUE
'FULTON ELEMENTARY SCHOOL',6,1,1,1,1,3,7,9,6,9,460,0.004348,0.063043,0.113043,0.715217,0.067391,0.004348,0.032609,0.9011,0.408398,0.234598,0.098,0.121,AURORA,80010,755 FULTON ST
'GATEWAY HIGH SCHOOL',2,3,3,3,3,3,7,7,6,9,1665,0.007207,0.036036,0.253453,0.449249,0.207808,0.005405,0.040841,0.5736,0.435153,0.354999,0.215,0.24,AURORA,80012,1300 SOUTH SABLE BLVD
'GLOBAL VILLAGE ACADEMY',5,5,5,5,5,5,6,6,5,6,327,0.003058,0.067278,0.009174,0.385321,0.489297,0.003058,0.042813,0.1804,0.368448,0.631373,0.376,0.357,AURORA,80017,403 SOUTH AIRPORT BLVD
'GLOBAL VILLAGE ACADEMY',6,5,5,5,5,2,8,9,6,9,327,0.003058,0.067278,0.009174,0.385321,0.489297,0.003058,0.042813,0.1804,0.368448,0.631373,0.376,0.357,AURORA,80017,403 SOUTH AIRPORT BLVD
'HINKLEY HIGH SCHOOL',3,4,3,6,3,5,6,7,6,6,2054,0.003895,0.045278,0.157254,0.615385,0.142648,0.008277,0.027264,0.6874,0.402318,0.323802,0.126,0.139,AURORA,80011,1250 CHAMBERS ROAD
'IOWA ELEMENTARY SCHOOL',6,4,5,3,5,5,8,9,6,10,480,0.004167,0.039583,0.229167,0.422917,0.25,0.00625,0.047917,0.7516,0.351238,0.487549,0.225,0.216,AURORA,80017,16701 EAST IOWA AVE
'JEWELL ELEMENTARY SCHOOL',1,5,4,5,5,3,3,3,1,3,526,0.009506,0.045627,0.273764,0.431559,0.197719,0.003802,0.038023,0.7066,0.435153,0.354999,0.215,0.24,AURORA,80012,14601 EAST JEWELL AVE
'KENTON ELEMENTARY SCHOOL',3,1,1,3,1,1,5,3,6,6,540,0.007407,0.031481,0.116667,0.766667,0.05,0.003704,0.024074,0.8278,0.408398,0.234598,0.098,0.121,AURORA,80010,1255 KENTON ST
'LANSING ELEMENTARY SCHOOL',6,3,3,3,4,1,8,8,9,8,367,0.002725,0.021798,0.33515,0.53406,0.073569,0,0.032698,0.8202,0.408398,0.234598,0.098,0.121,AURORA,80010,551 LANSING ST
'LAREDO ELEMENTARY SCHOOL',6,4,3,4,5,4,7,6,6,12,559,0.003578,0.030411,0.143113,0.651163,0.11449,0.017889,0.039356,0.8837,0.402318,0.323802,0.126,0.139,AURORA,80011,1350 LAREDO ST
'LOTUS SCHOOL FOR EXCELLENCE',1,3,3,3,3,3,1,1,1,2,731,0.010944,0.035568,0.296854,0.396717,0.23119,0.005472,0.023256,0.6252,0.435153,0.354999,0.215,0.24,AURORA,80012,11001-A EAST ALAMEDA AVENUE
'LOTUS SCHOOL FOR EXCELLENCE',9,6,6,6,6,6,9,11,6,10,731,0.010944,0.035568,0.296854,0.396717,0.23119,0.005472,0.023256,0.6252,0.435153,0.354999,0.215,0.24,AURORA,80012,11001-A EAST ALAMEDA AVENUE
'LOTUS SCHOOL FOR EXCELLENCE',6,5,5,5,5,5,7,10,6,6,731,0.010944,0.035568,0.296854,0.396717,0.23119,0.005472,0.023256,0.6252,0.435153,0.354999,0.215,0.24,AURORA,80012,11001-A EAST ALAMEDA AVENUE
'LYN KNOLL ELEMENTARY SCHOOL',9,3,3,3,5,3,9,10,12,9,272,0.014706,0.014706,0.209559,0.658088,0.069853,0,0.033088,0.8971,0.402318,0.323802,0.126,0.139,AURORA,80011,12445 EAST 2ND AVE
'MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL',11,6,6,9,6,6,13,13,13,13,447,0.013423,0.011186,0.105145,0.753915,0.100671,0.004474,0.011186,0.9159,0.408398,0.234598,0.098,0.121,AURORA,80010,2055 MOLINE ST
'MRACHEK MIDDLE SCHOOL',4,3,3,5,3,5,3,3,4,3,946,0.009514,0.041226,0.280127,0.409091,0.213531,0.006342,0.040169,0.6512,0.262398,0.653248,0.322,0.325,AURORA,80013,1955 SOUTH TELLURIDE ST
'MURPHY CREEK K-8 SCHOOL',6,6,6,6,6,6,7,6,8,6,590,0.005085,0.050847,0.223729,0.269492,0.384746,0.001695,0.064407,0.3794,0.158882,0.680322,0.357,0.372,AURORA,80018,1400 S OLD TOM MORRIS ROAD
'MURPHY CREEK K-8 SCHOOL',7,6,6,6,6,6,7,9,6,6,590,0.005085,0.050847,0.223729,0.269492,0.384746,0.001695,0.064407,0.3794,0.158882,0.680322,0.357,0.372,AURORA,80018,1400 S OLD TOM MORRIS ROAD
'PARIS ELEMENTARY SCHOOL',3,1,1,1,1,1,5,5,6,6,438,0.015982,0.002283,0.075342,0.86758,0.013699,0.004566,0.020548,0.9635,0.408398,0.234598,0.098,0.121,AURORA,80010,1635 PARIS ST
'PARK LANE ELEMENTARY SCHOOL',4,1,1,1,1,3,7,6,6,7,378,0.005291,0.039683,0.169312,0.645503,0.089947,0.021164,0.029101,0.8836,0.402318,0.323802,0.126,0.139,AURORA,80011,13001 EAST 30TH AVE
'PEORIA ELEMENTARY SCHOOL',6,3,2,3,3,2,9,8,13,11,545,0.011009,0.020183,0.108257,0.755963,0.078899,0,0.025688,0.8697,0.402318,0.323802,0.126,0.139,AURORA,80011,875 PEORIA ST
'RANGEVIEW HIGH SCHOOL',5,6,5,6,6,6,8,9,6,8,2197,0.007738,0.058716,0.221666,0.304506,0.35685,0.004096,0.046427,0.4206,0.262398,0.653248,0.322,0.325,AURORA,80013,17599 EAST ILIFF AVE
'SABLE ELEMENTARY SCHOOL',6,1,1,1,1,1,7,7,6,7,503,0.00994,0.057654,0.258449,0.568588,0.067594,0.015905,0.021869,0.8499,0.402318,0.323802,0.126,0.139,AURORA,80011,2601 SABLE BLVD
'SIDE CREEK ELEMENTARY SCHOOL',9,6,6,6,6,6,10,8,12,9,652,0.003067,0.078221,0.245399,0.338957,0.271472,0.001534,0.06135,0.4478,0.262398,0.653248,0.322,0.325,AURORA,80013,19191 EAST ILIFF PL
'SIXTH AVENUE ELEMENTARY SCHOOL',3,3,3,3,4,3,6,3,6,6,607,0.004942,0.01318,0.199341,0.678748,0.062603,0.008237,0.032949,0.8377,0.402318,0.323802,0.126,0.139,AURORA,80011,560 VAUGHN ST
'SOUTH MIDDLE SCHOOL',6,3,3,4,3,1,9,10,9,7,686,0.008746,0.021866,0.218659,0.655977,0.065598,0.007289,0.021866,0.8615,0.402318,0.323802,0.126,0.139,AURORA,80011,12310 EAST PARKVIEW DR
'TOLLGATE ELEMENTARY SCHOOL',6,5,3,5,4,5,8,9,11,7,700,0.007143,0.02,0.218571,0.582857,0.128571,0.008571,0.034286,0.7929,0.351238,0.487549,0.225,0.216,AURORA,80017,701 SOUTH KALISPELL WAY
'VANGUARD CLASSICAL SCHOOL',6,5,5,3,5,3,9,9,9,9,509,0.001965,0.011788,0.129666,0.559921,0.267191,0,0.02947,0.6424,0.329201,0.693909,0.787,0.683,DENVER,80230,801 YOSEMITE STREET
'VANGUARD CLASSICAL SCHOOL',9,5,5,4,6,3,12,9,10,12,509,0.001965,0.011788,0.129666,0.559921,0.267191,0,0.02947,0.6424,0.329201,0.693909,0.787,0.683,DENVER,80230,801 YOSEMITE STREET
'VASSAR ELEMENTARY SCHOOL',6,5,5,6,6,5,6,1,9,6,556,0.005396,0.05036,0.181655,0.413669,0.273381,0.003597,0.071942,0.6133,0.262398,0.653248,0.322,0.325,AURORA,80013,18101 EAST VASSAR AVE
'VAUGHN ELEMENTARY SCHOOL',6,1,1,1,1,1,8,7,9,9,519,0.017341,0.009634,0.152216,0.71869,0.071291,0.009634,0.021195,0.8961,0.402318,0.323802,0.126,0.139,AURORA,80011,1155 VAUGHN ST
'VIRGINIA COURT ELEMENTARY SCHOOL',5,2,1,2,2,1,7,6,9,9,511,0.005871,0.033268,0.16047,0.67319,0.084149,0.001957,0.041096,0.8142,0.435153,0.354999,0.215,0.24,AURORA,80012,395 SOUTH TROY ST
'VISTA PEAK P-8 EXPLORATORY',1,3,3,1,4,3,3,6,3,3,916,0.005459,0.00655,0.098253,0.421397,0.411572,0.005459,0.05131,0.5319,0.158882,0.680322,0.357,0.372,AURORA,80018,24551 EAST 1ST AVENUE
'VISTA PEAK P-8 EXPLORATORY',7,5,4,5,5,3,9,9,8,9,916,0.005459,0.00655,0.098253,0.421397,0.411572,0.005459,0.05131,0.5319,0.158882,0.680322,0.357,0.372,AURORA,80018,24551 EAST 1ST AVENUE
'WHEELING ELEMENTARY SCHOOL',3,1,1,1,1,3,6,3,6,4,582,0.006873,0.030928,0.187285,0.609966,0.11512,0.001718,0.04811,0.811,0.435153,0.354999,0.215,0.24,AURORA,80012,472 SOUTH WHEELING ST
'WILLIAM SMITH HIGH SCHOOL',6,6,6,6,5,5,8,7,8,9,282,0.010638,0.031915,0.163121,0.41844,0.319149,0.007092,0.049645,0.5177,0.402318,0.323802,0.126,0.139,AURORA,80011,400 AIRPORT BLVD
'YALE ELEMENTARY SCHOOL',9,5,4,3,6,5,12,11,13,12,526,0.011407,0.019011,0.1673,0.507605,0.245247,0.003802,0.045627,0.7008,0.262398,0.653248,0.322,0.325,AURORA,80013,16001 EAST YALE AVE
'AGUILAR ELEMENTARY SCHOOL',6,5,5,5,6,6.718607,5,5,6,6,59,0,0,0,0.59322,0.40678,0,0,0.3636,0.159091,0.389513,0.058,0.214,AGUILAR,81020,420 NORTH BALSAM
'AGUILAR JUNIOR-SENIOR HIGH SCHOOL',1,1,1,1,1,6.718607,2,3,3,3,35,0.028571,0,0,0.428571,0.542857,0,0,0.1714,0.159091,0.389513,0.058,0.214,AGUILAR,81020,420 NORTH BALSAM
'AGUILAR JUNIOR-SENIOR HIGH SCHOOL',1,1,1,1,1,1,3,6,5,1,35,0.028571,0,0,0.428571,0.542857,0,0,0.1714,0.159091,0.389513,0.058,0.214,AGUILAR,81020,420 NORTH BALSAM
'AKRON ELEMENTARY SCHOOL',6,6,6,6,6,9,8,7,7,8,244,0,0.012295,0,0.135246,0.811475,0,0.040984,0.5833,0.151329,0.408521,0.244,0.243,AKRON,80720,301 EAST FIFTH STREET
'AKRON ELEMENTARY SCHOOL',9,8,8,6,9,9,9,7,9,6,244,0,0.012295,0,0.135246,0.811475,0,0.040984,0.5833,0.151329,0.408521,0.244,0.243,AKRON,80720,301 EAST FIFTH STREET
'AKRON HIGH SCHOOL',7,7,9,6,7,10,9,11,6,9,115,0,0,0,0.130435,0.869565,0,0,0.2435,0.151329,0.408521,0.244,0.243,AKRON,80720,600 ELM
'ALAMOSA ELEMENTARY SCHOOL',1,5,6,6,5,5,3,3,6,1,1055,0.005687,0.009479,0.006635,0.669194,0.29763,0,0.011374,0.8038,0.267286,0.380023,0.154,0.241,ALAMOSA,81101,1709 WEST 10TH STREET
'ALAMOSA HIGH SCHOOL',5,6,6,6,6,6,3,1,6,3,512,0.003906,0.011719,0,0.587891,0.380859,0.001953,0.013672,0.5684,0.267286,0.380023,0.154,0.241,ALAMOSA,81101,805 CRAFT DRIVE
'ORTEGA MIDDLE SCHOOL',8,6,6,5,6,6,9,9,6,9,462,0.010823,0.010823,0.002165,0.606061,0.354978,0,0.015152,0.7229,0.267286,0.380023,0.154,0.241,ALAMOSA,81101,401 VICTORIA AVENUE
'PAGOSA SPRINGS ELEMENTARY SCHOOL',5,6,6,6,6,6.718607,5,4,6,5,517,0.015474,0.01354,0.007737,0.330754,0.62089,0,0.011605,0.5938,0.268336,0.541249,0.271,0.403,PAGOSA SPRINGS,81147,141 SOUTH 10TH STREET
'PAGOSA SPRINGS HIGH SCHOOL',6,6,6,7,6,6,6,4,9,5,457,0.013129,0.002188,0.021882,0.212254,0.748359,0,0.002188,0.3939,0.268336,0.541249,0.271,0.403,PAGOSA SPRINGS,81147,800 SOUTH 8TH STREET
'PAGOSA SPRINGS MIDDLE SCHOOL',6,6,6,5,7,8,5,6,3,6,426,0.014085,0.014085,0.002347,0.204225,0.762911,0,0.002347,0.554,0.268336,0.541249,0.271,0.403,PAGOSA SPRINGS,81147,309 LEWIS STREET
'PAGOSA SPRINGS MIDDLE SCHOOL',9,8,7,8,7,9,9,7,10,9,426,0.014085,0.014085,0.002347,0.204225,0.762911,0,0.002347,0.554,0.268336,0.541249,0.271,0.403,PAGOSA SPRINGS,81147,309 LEWIS STREET
'ARICKAREE ELEMENTARY SCHOOL',7,11,10,11,10,10,5,5,3,6,61,0,0.016393,0,0.229508,0.721311,0.032787,0,0.3818,0.153846,0.30303,0.533,0.179,ANTON,80801,12155 COUNTY ROAD NN
'FLAGLER ELEMENTARY SCHOOL',1,6,6,6,6,6,1,1,4,2,103,0,0.009709,0,0.019417,0.941748,0,0.029126,0.4342,0.248588,0.599174,0.087,0.208,FLAGLER,80815,421 JULIAN
'FLAGLER MIDDLE SCHOOL',8,6,6,6,6,7,9,12,6,9,27,0,0,0,0,0.925926,0.074074,0,0.5556,0.248588,0.599174,0.087,0.208,FLAGLER,80815,421 JULIAN
'FLAGLER SENIOR HIGH SCHOOL',9,9,9,9,9,6,9,6,6,11,37,0,0.027027,0.027027,0,0.945946,0,0,0.4324,0.248588,0.599174,0.087,0.208,FLAGLER,80815,421 JULIAN
'ASPEN COMMUNITY CHARTER SCHOOL',6,7,9,7,6,6,4,1,8,3,129,0.007752,0.007752,0,0.031008,0.953488,0,0,0.0155,0,1,0.14,0.351,WOODY CREEK,81656,1199 WOODY CREEK ROAD
'ASPEN COMMUNITY CHARTER SCHOOL',13,12,12,12,12,10,13,13,12,11,129,0.007752,0.007752,0,0.031008,0.953488,0,0,0.0155,0,1,0.14,0.351,WOODY CREEK,81656,1199 WOODY CREEK ROAD
'ASPEN ELEMENTARY SCHOOL',10,9,9,9,8,6.718607,10,8,10,9,537,0.001862,0.024209,0.01676,0.121043,0.832402,0,0.003724,0.0652,0.217483,0.756621,0.505,0.613,ASPEN,81611,0235 HIGH SCHOOL ROAD
'ASPEN HIGH SCHOOL',12,11,12,10,12,9,9,9,7,8,555,0.005405,0.014414,0.005405,0.104505,0.868468,0.001802,0,0.0505,0.217483,0.756621,0.505,0.613,ASPEN,81611,0235 HIGH SCHOOL ROAD
'ASPEN MIDDLE SCHOOL',7,10,9,9,10,10,6,6,6,6,450,0.006667,0.017778,0.002222,0.122222,0.851111,0,0,0.0844,0.217483,0.756621,0.505,0.613,ASPEN,81611,0235 HIGH SCHOOL ROAD
'ASPEN MIDDLE SCHOOL',13,11,9,11,11,12,10,10,9,9,450,0.006667,0.017778,0.002222,0.122222,0.851111,0,0,0.0844,0.217483,0.756621,0.505,0.613,ASPEN,81611,0235 HIGH SCHOOL ROAD
'HIGHLAND ELEMENTARY SCHOOL',3,5,5,5,5,5,5,3,5,6,382,0,0.036649,0.005236,0.143979,0.767016,0,0.04712,0.2065,0.16217,0.749906,0.43,0.569,PIERCE,80650,101 2ND STREET
'HIGHLAND HIGH SCHOOL',6,6,6,7,6,6,6,4,6,5,228,0,0.008772,0,0.315789,0.662281,0,0.013158,0.3816,0.326679,0.581395,0.29,0.263,AULT,80610,208 WEST 1ST
'HIGHLAND MIDDLE SCHOOL',9,6,6,7,6,6,12,9,12,9,181,0,0,0.005525,0.342541,0.640884,0,0.01105,0.5635,0.326679,0.581395,0.29,0.263,AULT,80610,209 WEST 1ST
'BAYFIELD ELEMENTARY SCHOOL',6,7,6,7,6,8,6,6,6,5,649,0.016949,0.006163,0.003082,0.132512,0.818182,0,0.023112,0.379,0.187887,0.578459,0.199,0.326,BAYFIELD,81122,"511 E MUSTANG LN, 24 CLOVER DR"
'BAYFIELD HIGH SCHOOL',9,8,9,7,8,7,6,6,7,6,406,0.036946,0.007389,0,0.12069,0.802956,0.002463,0.029557,0.2192,0.187887,0.578459,0.199,0.326,BAYFIELD,81122,"800 CO RD 501, 24 CLOVER DR"
'BAYFIELD MIDDLE SCHOOL',7,7,8,6,7,7,7,6,6,9,307,0.039088,0,0,0.127036,0.811075,0,0.022801,0.2964,0.187887,0.578459,0.199,0.326,BAYFIELD,81122,"615 E. OAK, 24 CLOVER DR"
'BENNETT ELEMENTARY SCHOOL',5,6,6,6,6,6,3,1,3,6,376,0.018617,0,0.00266,0.178191,0.768617,0.00266,0.029255,0.4122,0.1686,0.639942,0.325,0.211,FORT COLLINS,80521,1125 BENNETT ROAD
'BENNETT HIGH SCHOOL',8,6,6,6,6,6,6,5,6,6,307,0.013029,0.006515,0.016287,0.123779,0.824104,0,0.016287,0.2573,0.1686,0.639942,0.325,0.211,BENNETT,80102,610 7TH STREET
'BENNETT MIDDLE SCHOOL',7,6,6,6,6,6,8,6,9,7,230,0.008696,0.008696,0.004348,0.226087,0.695652,0.013043,0.043478,0.3478,0.1686,0.639942,0.325,0.211,BENNETT,80102,455 8TH STREET
'CORRIDOR COMMUNITY ACADEMY',2,5,5,6,4,6,1,1,5,1,108,0.037037,0,0,0.12963,0.805556,0,0.027778,0.0093,0.1686,0.639942,0.325,0.211,BENNETT,80102,420 7TH STREET
'BETHUNE ELEMENTARY SCHOOL',1,3,3,5,3,1,4,3,6,3,67,0,0,0,0.358209,0.641791,0,0,0.7414,0.283237,0.503817,0.043,0.156,BETHUNE,80805,145 WEST 3RD
'BETHUNE JUNIOR-SENIOR HIGH SCHOOL',5,4,4,5,5,3,6,7,3,6,66,0,0.030303,0,0.378788,0.590909,0,0,0.5758,0.283237,0.503817,0.043,0.156,BETHUNE,80805,145 WEST 3RD
'BETHUNE JUNIOR-SENIOR HIGH SCHOOL',6,5,5,6,4,6,5,3,7,3,66,0,0.030303,0,0.378788,0.590909,0,0,0.5758,0.283237,0.503817,0.043,0.156,BETHUNE,80805,145 WEST 3RD
'SIMLA ELEMENTARY SCHOOL',6,7,6,9,7,7,3,3,6,1,158,0.018987,0,0,0.164557,0.791139,0.006329,0.018987,0.6031,0.345865,0.512563,0.128,0.346,SIMLA,80835,619 PUEBLO ST
'SIMLA HIGH SCHOOL',8,6,6,6,6,9,6,9,4,9,90,0.011111,0.011111,0,0.088889,0.833333,0,0.055556,0.5444,0.345865,0.512563,0.128,0.346,SIMLA,80835,619 PUEBLO ST
'SIMLA JUNIOR HIGH SCHOOL',6,6,6,6,6,7,5,2,4,7,82,0.012195,0,0,0.146341,0.804878,0.012195,0.02439,0.4634,0.345865,0.512563,0.128,0.346,SIMLA,80835,619 PUEBLO ST
'ANGEVINE MIDDLE SCHOOL',6,6,6,6,6,6,7,6,10,6,587,0.015332,0.037479,0.001704,0.386712,0.512777,0.001704,0.044293,0.4651,0.255484,0.660125,0.604,0.506,LAFAYETTE,80026,1150 W  SOUTH BOULDER ROAD
'ASPEN CREEK K-8 SCHOOL',9,9,9,9,9,9,9,6,12,6,937,0.001067,0.042689,0.01174,0.114194,0.788687,0,0.041622,0.1114,0.218034,0.742388,0.514,0.386,BROOMFIELD,80020,5500 ASPEN CREEK DRIVE
'ASPEN CREEK K-8 SCHOOL',7,8,7,9,8,8,6,6,7,6,937,0.001067,0.042689,0.01174,0.114194,0.788687,0,0.041622,0.1114,0.218034,0.742388,0.514,0.386,BROOMFIELD,80020,5500 ASPEN CREEK DRIVE
'BEAR CREEK ELEMENTARY SCHOOL',13,13,12,13,13,13,12,12,12,12,378,0.002646,0.103175,0.005291,0.074074,0.716931,0.002646,0.095238,0.0265,0.176255,0.793314,0.862,0.767,MONUMENT,80132,1330 CREEKSIDE DRIVE
'BIRCH ELEMENTARY SCHOOL',6,6,6,6,6,7,6,6,9,5,404,0.019802,0.027228,0.009901,0.232673,0.641089,0,0.069307,0.3191,0.218034,0.742388,0.514,0.386,BROOMFIELD,80020,1035 BIRCH
'BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES',12,12,12,12,12,12,13,9,13,12,296,0,0.037162,0.003378,0.074324,0.841216,0.003378,0.040541,0.1791,0.255846,0.708187,0.75,0.73,BOULDER,80303,3995 EAST AURORA AVENUE
'BOULDER HIGH SCHOOL',9,10,9,12,10,8,7,5,9,6,1795,0.001671,0.051253,0.013928,0.162117,0.734819,0,0.036212,0.1738,0.112594,0.749194,0.772,0.71,BOULDER,80302,1604 ARAPAHOE AVENUE
'BROOMFIELD HEIGHTS MIDDLE SCHOOL',9,7,7,7,6,7,8,9,8,6,561,0.005348,0.057041,0.005348,0.192513,0.705882,0.001783,0.032086,0.2638,0.218034,0.742388,0.514,0.386,BROOMFIELD,80020,1555 DAPHNE STREET
'BROOMFIELD HIGH SCHOOL',9,9,7,9,7,9,6,3,7,6,1337,0.005984,0.043381,0.007479,0.110696,0.797307,0.000748,0.034405,0.1331,0.218034,0.742388,0.514,0.386,BROOMFIELD,80020,1 EAGLE WAY
'CASEY MIDDLE SCHOOL',7,6,6,7,6,7,8,7,6,9,546,0.003663,0.014652,0.012821,0.349817,0.576923,0,0.042125,0.3626,0.237603,0.738322,0.803,0.74,BOULDER,80304,1301 HIGH STREET
'CENTAURUS HIGH SCHOOL',6,6,6,7,6,6,7,5,9,6,1017,0.007866,0.032448,0.006883,0.286136,0.628319,0,0.038348,0.3127,0.255484,0.660125,0.604,0.506,LAFAYETTE,80026,10300 SOUTH BOULDER ROAD
'CENTENNIAL MIDDLE SCHOOL',7,9,9,9,9,9,8,9,7,7,554,0.005415,0.039711,0.005415,0.250903,0.646209,0,0.052347,0.2581,0.237603,0.738322,0.803,0.74,MONTROSE,81401,1100 SOUTH 5TH STREET
'COAL CREEK ELEMENTARY SCHOOL',9,10,12,10,9,9,6,7,6,6,468,0.002137,0.034188,0.004274,0.070513,0.824786,0,0.064103,0.0641,0.130251,0.842212,0.832,0.721,LOUISVILLE,80027,801 WEST TAMARISK STREET
'COLUMBINE ELEMENTARY SCHOOL',5,4,3,5,6,4,6,7,6,6,359,0.002786,0.005571,0.005571,0.874652,0.111421,0,0,0.9266,0.354485,0.433758,0.334,0.283,WOODLAND PARK,80866,175 KELLEYS ROAD
'COMMUNITY MONTESSORI SCHOOL',8,9,9,9,9,10,9,8,12,5,325,0.003077,0.098462,0.006154,0.190769,0.609231,0,0.092308,0.2412,0.176255,0.793314,0.862,0.767,BOULDER,80305,805 GILLASPIE DR
