School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher
'POMONA HIGH SCHOOL',9,7,6,9,7,7,9,7,9,7,1549,0.009038,0.023886,0.017431,0.210458,0.706262,0.003228,0.029697,0.29,0.175322,0.768389,0.497,0.441
'LEGACY HIGH SCHOOL',9,10,9,11,9,9,9,9,9,9,2023,0.00346,0.056846,0.010875,0.156698,0.767672,0.000494,0.003955,0.152,0.218448,0.735466,0.505,0.374
'SIMLA HIGH SCHOOL',9,7,6,8,7,7,9,6,9,9,100,0.02,0.03,0,0.07,0.84,0,0.04,0.54,0.4,0.524229,0.131,0.315
'CENTAURI HIGH SCHOOL',9,7,6,9,8,8,9,5,10,9,293,0.003413,0.017065,0,0.546075,0.406143,0,0.027304,0.655,0.153392,0.402027,0.289,0.271
'NIWOT HIGH SCHOOL',9,12,10,12,12,10,6,6,6,6,1284,0.002336,0.05919,0.008567,0.182243,0.734424,0.005452,0.007788,0.16,0.163212,0.757195,0.647,0.628
'WEST DENVER PREP: HARVEY PARK CAMPUS',12,6.810069,6,9,7,6.785469,13,13,13,13,218,0,0.018349,0.004587,0.908257,0.055046,0.009174,0.004587,0.899,0.372684,0.272369,0.099,0.114
'ACADEMY INTERNATIONAL ELEMENTARY SCHOOL',12,12,12,12,12,12,9,9,9,9,740,0.001351,0.095946,0.05,0.114865,0.675676,0.006757,0.055405,0.078,0.171833,0.776514,0.588,0.576
'IVY STOCKWELL ELEMENTARY SCHOOL',12,9,9,9,8,9,12,10,12,12,334,0.005988,0.026946,0.005988,0.08982,0.862275,0.002994,0.005988,0.26,0.232671,0.738891,0.363,0.317
'LINCOLN ELEMENTARY SCHOOL',12,7,6,7,7,9,12,11,12,12,529,0.003781,0.003781,0,0.374291,0.606805,0,0.011342,0.652,0.256871,0.425036,0.144,0.195
'OURAY SENIOR HIGH SCHOOL',9,9,9,9,10,9,9,9,9,9,70,0,0.014286,0,0.142857,0.828571,0.014286,0,0.3,0.120773,0.710317,0.518,0.529
'RAMPART HIGH SCHOOL',9,9,9,9,9,9,5,5,6,5,1584,0.006313,0.0625,0.039141,0.135101,0.701389,0.001894,0.053662,0.117,0.171833,0.776514,0.588,0.576
'COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL',9,6,7,6,6,9,9,9,7,11,367,0,0.00545,0,0.171662,0.762943,0,0.059946,0,0.200997,0.797718,0.605,0.468
'CHEROKEE TRAIL HIGH SCHOOL',9,9,8,9,8,9,7,9,7,6,2393,0.006686,0.083159,0.135813,0.144588,0.60468,0.001672,0.023402,0.153,0.136512,0.80916,0.6,0.549
'KATHRYN SENOR ELEMENTARY SCHOOL',12,6.810069,6,9,9,6.785469,12,9,9,12,330,0,0.015152,0,0.381818,0.590909,0,0.012121,0.46,0.084856,0.620301,0.244,0.313
'EXPEDITIONARY LEARNING SCHOOL',9,6,7,6,6,9,6,4,7,9,361,0.00554,0.038781,0.041551,0.102493,0.756233,0,0.055402,0,0.215838,0.488018,0.521,0.382
'FLAGSTONE ELEMENTARY SCHOOL',12,9,9,9,9,9,12,10,12,12,692,0.00578,0.007225,0.010116,0.111272,0.822254,0.00289,0.040462,0.108,0.187561,0.741109,0.435,0.426
'HARRIS BILINGUAL ELEMENTARY SCHOOL',12,7,6,8,8,6,12,12,10,12,319,0.009404,0.003135,0.003135,0.711599,0.266458,0,0.00627,0.536,0.271879,0.603845,0.437,0.461
'HERITAGE ELEMENTARY SCHOOL',12,11,11,10,12,10,9,12,6,9,360,0.011111,0.158333,0.036111,0.136111,0.625,0,0.033333,0.11,0.576404,0.257418,0.131,0.191
'AURORA ACADEMY CHARTER SCHOOL',12,7,9,7,8,6,12,12,12,9,503,0.00994,0.021869,0.224652,0.264414,0.411531,0.001988,0.065606,0.368,0.385658,0.234404,0.096,0.115
'PEYTON JUNIOR/SENIOR HIGH SCHOOL',9,8,7,6,9,9,8,9,6,8,326,0.02454,0.003067,0.006135,0.067485,0.898773,0,0,0.239,0.194022,0.696414,0.352,0.354
'GRANDVIEW HIGH SCHOOL',9,9,9,9,9,9,8,9,6,8,2594,0.008096,0.091365,0.088281,0.142251,0.617965,0.005783,0.046261,0.153,0.136512,0.80916,0.6,0.549
'FALCON HIGH SCHOOL',9,9,9,8,9,7,9,7,9,9,1298,0.010786,0.020031,0.05624,0.121726,0.765794,0.002311,0.023112,0.125,0.194022,0.696414,0.352,0.354
'SARGENT SENIOR HIGH SCHOOL',9,9,10,7,9,7,6,6,5,9,124,0.008065,0.016129,0,0.241935,0.725806,0.008065,0,0.395,0.182947,0.348129,0.165,0.158
'OURAY MIDDLE SCHOOL',12,9,9,6,10,7,13,12,13,13,32,0,0,0,0.09375,0.90625,0,0,0.406,0.120773,0.710317,0.518,0.529
'WEST WOODS ELEMENTARY SCHOOL',12,12,12,12,11,11,9,9,9,7,623,0,0.036918,0,0.089888,0.852327,0.001605,0.019262,0.059,0.100912,0.85023,0.788,0.537
'HIGH PLAINS ELEMENTARY SCHOOL',12,9,9,11,9,9,12,10,11,11,519,0.001927,0.109827,0.019268,0.159923,0.674374,0,0.034682,0.208,0.186718,0.803353,0.69,0.712
'COPPER MESA ELEMENTARY SCHOOL',12,9,9,10,9,9,12,12,10,10,667,0,0.061469,0.011994,0.110945,0.788606,0.001499,0.025487,0.022,0.136388,0.868132,0.667,0.642
'LYONS ELEMENTARY SCHOOL',12,7,8,8,6,10,13,12,12,12,286,0.003497,0.048951,0.006993,0.104895,0.835664,0,0,0.18,0.222376,0.72927,0.631,0.548
'UPPER BLUE ELEMENTARY SCHOOL',12,11,11,12,9,12,12,12,12,10,276,0,0.01087,0,0.224638,0.73913,0,0.025362,0.223,0.168198,0.665208,0.552,0.559
'NORWOOD HIGH SCHOOL',9,8,6,7,9,9,6,6,10,4,124,0,0,0.016129,0.080645,0.903226,0,0,0.347,0.268371,0.485075,0.304,0.338
'DAKOTA RIDGE SENIOR HIGH SCHOOL',9,10,9,10,9,9,7,6,9,5,1504,0.007979,0.025931,0.012633,0.136303,0.798537,0.00133,0.017287,0.142,0.16567,0.824568,0.56,0.538
'WILEY JUNIOR-SENIOR HIGH SCHOOL',9,9,8,9,9,7,6,6,9,5,117,0,0.008547,0.017094,0.282051,0.692308,0,0,0.496,0.037313,0.411067,0.311,0.262
'CHAPARRAL HIGH SCHOOL',9,9,9,9,9,9,7,6,6,8,2077,0.004333,0.025999,0.011074,0.129032,0.790082,0.001926,0.037554,0.086,0.120185,0.822696,0.538,0.516
'ELIZABETH HIGH SCHOOL',9,9,9,9,9,9,6,7,6,6,776,0.015464,0.006443,0.009021,0.083763,0.878866,0,0.006443,0.108,0.100378,0.759401,0.417,0.285
'BEACH COURT ELEMENTARY SCHOOL',12,9,9,10,9,6,13,13,13,13,354,0.008475,0,0.014124,0.935028,0.042373,0,0,0.966,0.381455,0.357797,0.131,0.094
'WARDER ELEMENTARY SCHOOL',12,8,7,7,9,9,13,13,12,13,343,0.014577,0.005831,0.008746,0.291545,0.635569,0,0.043732,0.376,0.175322,0.768389,0.497,0.441
'WIGGINS ELEMENTARY SCHOOL',12,9,9,9,7,6,13,12,12,12,281,0.017794,0.007117,0.007117,0.270463,0.661922,0,0.035587,0.613,0.072327,0.410084,0.121,0.15
'ASPEN COMMUNITY CHARTER SCHOOL',12,9,9,9,10,9,13,12,12,12,126,0,0.007937,0,0.031746,0.960317,0,0,0.024,0,1,0.185,0.475
'COLUMBINE HIGH SCHOOL',9,9,9,10,9,9,7,9,7,6,1622,0.009864,0.032059,0.008631,0.175709,0.743527,0.002466,0.027744,0.183,0.192921,0.732433,0.498,0.491
'WOODLIN UNDIVIDED HIGH SCHOOL',9,6,7,6,5,11,11,7,12,10,44,0,0,0.022727,0.068182,0.909091,0,0,0.5,0.055556,0.346154,0.188,0.208
'CENTENNIAL HIGH SCHOOL',9,5,5,5,6,5,12,12,12,12,88,0.011364,0,0,0.897727,0.090909,0,0,0.773,0.711765,0.148289,0,0.229
'DENVER CENTER FOR INTERNATIONAL STUDIES',9,7,9,7,6,6,9,9,8,6,643,0.010886,0.080871,0.073095,0.466563,0.342146,0,0.026439,0.445,0.486568,0.239406,0.253,0.177
'SLAVENS K-8 SCHOOL',12,12,11,13,11,11,12,9,12,10,543,0.001842,0.031308,0.005525,0.082873,0.828729,0.001842,0.047882,0.079,0.203056,0.708609,0.705,0.664
'BASALT HIGH SCHOOL',9,6,6,8,6,6,12,10,12,9,437,0.002288,0.01373,0,0.524027,0.418764,0,0.04119,0.38,0.064103,0.693161,0.539,0.454
'CANYON CREEK ELEMENTARY SCHOOL',12,9,8,10,9,7,12,12,12,10,692,0.007225,0.073699,0.102601,0.169075,0.598266,0.001445,0.047688,0.197,0.1872,0.742714,0.444,0.423
'KRUSE ELEMENTARY SCHOOL',12,10,10,10,10,9,12,12,12,9,528,0.00947,0.039773,0.020833,0.087121,0.810606,0.005682,0.026515,0.196,0.119355,0.687251,0.597,0.525
'PALISADE HIGH SCHOOL',9,9,7,9,8,9,12,10,12,11,1003,0.010967,0.008973,0.011964,0.21336,0.744766,0,0.00997,0.456,0.32186,0.547476,0.218,0.31
'WHEAT RIDGE HIGH SCHOOL',9,7,6,8,6,7,9,9,9,6,1321,0.005299,0.009084,0.010598,0.278577,0.666919,0.001514,0.028009,0.375,0.445581,0.486793,0.361,0.272
'MERINO JUNIOR SENIOR HIGH SCHOOL',8,9,9,8,9,11,6,9,5,6,154,0,0.025974,0.025974,0.071429,0.850649,0,0.025974,0.409,0.191589,0.507109,0.398,0.214
'SEMPER ELEMENTARY SCHOOL',12,9,9,9,9,9,12,11,12,9,444,0.009009,0.074324,0.009009,0.25,0.605856,0,0.051802,0.257,0.254102,0.718477,0.441,0.355
'UNIVERSITY PARK ELEMENTARY SCHOOL',12,9,9,9,8,9,12,11,11,9,502,0.00996,0.073705,0.039841,0.181275,0.631474,0.003984,0.059761,0.279,0.203056,0.708609,0.705,0.664
'RIDGEVIEW CLASSICAL CHARTER SCHOOLS',12,10,12,7,12,12,10,9,8,10,764,0.002618,0.044503,0.01178,0.090314,0.794503,0,0.056283,0.194,0.119355,0.687251,0.597,0.525
'MONARCH K-8 SCHOOL',12,12,12,10,11,12,9,6,9,9,792,0.005051,0.093434,0.002525,0.090909,0.761364,0.001263,0.045455,0.101,0.133119,0.823075,0.816,0.67
'CHATFIELD HIGH SCHOOL',9,9,9,11,9,9,6,3,9,3,1924,0.003119,0.019231,0.008316,0.090956,0.851351,0.00104,0.025988,0.104,0.16567,0.824568,0.56,0.538
'SUMMIT HIGH SCHOOL',9,7,6,8,9,7,9,7,9,11,811,0.004932,0.01603,0.003699,0.21455,0.732429,0,0.02836,0.219,0.225532,0.672515,0.3,0.633
'ELK CREEK ELEMENTARY SCHOOL',12,11,10,11,11,11,11,9,9,12,321,0.018692,0.031153,0,0.062305,0.862928,0,0.024922,0.178,0.04368,0.791209,0.623,0.469
'PEAKVIEW ELEMENTARY SCHOOL',12,9,9,10,9,9,11,11,9,12,647,0.004637,0.035549,0.086553,0.134467,0.66306,0,0.075734,0.202,0.1872,0.742714,0.444,0.423
'PINE GROVE ELEMENTARY SCHOOL',12,12,13,12,12,11,9,9,9,9,597,0,0.038526,0.001675,0.098827,0.830821,0,0.030151,0.045,0.120185,0.822696,0.538,0.516
'RALSTON ELEMENTARY SCHOOL',12,13,12,13,13,12,10,9,7,12,380,0,0.028947,0,0.047368,0.873684,0.005263,0.044737,0.037,0.192433,0.667387,0.536,0.528
'RED ROCKS ELEMENTARY SCHOOL',12,12,13,12,13,12,10,9,9,10,320,0.003125,0.028125,0.00625,0.10625,0.81875,0,0.0375,0.094,0.259465,0.768627,0.459,0.455
'AURORA FRONTIER K-8',12,7,7,7,8,6,12,10,12,9,628,0.006369,0.127389,0.178344,0.256369,0.377389,0.001592,0.052548,0.293,0.282067,0.652763,0.311,0.314
'SWINK JUNIOR-SENIOR HIGH SCHOOL',9,8,9,7,9,6,6,6,6,7,175,0,0.045714,0.017143,0.262857,0.674286,0,0,0.36,0.666667,0.398148,0.286,0.126
'ESTES PARK HIGH SCHOOL',9,10,9,10,10,9,7,6,8,9,375,0,0.008,0.010667,0.154667,0.818667,0,0.008,0.211,0.124164,0.593048,0.471,0.48
'HAYDEN HIGH SCHOOL',9,6,6,6,6,6,8,9,7,7,132,0.030303,0,0,0.030303,0.939394,0,0,0.303,0.269702,0.553974,0.041,0.211
'LAKEWOOD HIGH SCHOOL',9,9,9,10,9,9,6,6,6,6,2007,0.013453,0.041854,0.019432,0.241654,0.639263,0.004983,0.039362,0.279,0.370111,0.568261,0.387,0.416
'BERTHOUD HIGH SCHOOL',9,9,9,10,9,8,6,6,6,5,626,0.004792,0.00639,0.003195,0.097444,0.872204,0.004792,0.011182,0.147,0.232671,0.738891,0.363,0.317
'LIBERTY HIGH SCHOOL',9,9,9,9,9,9,6,6,5,6,1532,0.005222,0.02154,0.02611,0.139034,0.75718,0.003264,0.04765,0.091,0.171833,0.776514,0.588,0.576
'COAL CREEK CANYON K-8 ELEMENTARY SCHOOL',12,9,9,8,7,11,13,13,13,10,123,0.00813,0,0,0.113821,0.853659,0,0.02439,0.203,0.200997,0.797718,0.605,0.468
'BETHKE ELEMENTARY SCHOOL',12,12,12,13,12,9,10,9,9,10,363,0.002755,0.035813,0.002755,0.057851,0.853994,0,0.046832,0.044,0.262626,0.711765,0.337,0.404
'PLATTE VALLEY HIGH SCHOOL',9,6,6,6,7,7,7,7,7,7,326,0,0,0,0.239264,0.751534,0,0.009202,0.362,0.190014,0.539974,0.341,0.145
'UTE MEADOWS ELEMENTARY SCHOOL',12,10,10,10,9,11,11,12,9,9,433,0,0.023095,0.004619,0.106236,0.829099,0,0.036952,0.092,0.16567,0.824568,0.56,0.538
'HAXTUN HIGH SCHOOL',9,6,7,6,6,6,8,6,8,9,94,0.021277,0.010638,0,0.085106,0.851064,0,0.031915,0.34,0.076321,0.513043,0.343,0.313
'PONDEROSA HIGH SCHOOL',9,9,9,9,9,6,6,6,6,6,1429,0.004899,0.013996,0.011896,0.095171,0.838348,0.0007,0.03499,0.087,0.120185,0.822696,0.538,0.516
'BASALT MIDDLE SCHOOL',12,6,6,7,6,6,13,12,13,12,406,0.004926,0.004926,0.002463,0.566502,0.403941,0,0.017241,0.498,0.064103,0.693161,0.539,0.454
'COLUMBINE HILLS ELEMENTARY SCHOOL',12,9,9,9,7,7,10,9,10,10,433,0.006928,0.016166,0.013857,0.161663,0.759815,0.002309,0.039261,0.369,0.245344,0.709545,0.432,0.41
'PLATEAU VALLEY HIGH SCHOOL',9,7,8,6,9,6,10,12,9,6,93,0.010753,0,0,0.139785,0.817204,0,0.032258,0.409,0.413655,0.542135,0.066,0.206
'SIDE CREEK ELEMENTARY SCHOOL',12,6,6,9,6,7,12,10,12,12,663,0.007541,0.099548,0.224736,0.310709,0.304676,0.003017,0.049774,0.449,0.282067,0.652763,0.311,0.314
'JEFFERSON COUNTY OPEN SECONDARY',9,6,6,5,6,6,12,10,10,12,340,0.020588,0.011765,0.014706,0.132353,0.755882,0.002941,0.061765,0.329,0.370111,0.568261,0.387,0.416
'CHEYENNE WELLS HIGH SCHOOL',8,6,6,6,6,6,9,8,9,7,58,0,0,0,0.206897,0.793103,0,0,0.241,0.180556,0.565217,0.347,0.135
'RUNYON ELEMENTARY SCHOOL',12,12,12,12,10,11,10,12,9,7,443,0.002257,0.022573,0.006772,0.103837,0.826185,0,0.038375,0.117,0.282369,0.611477,0.442,0.485
'STANDLEY LAKE HIGH SCHOOL',8,9,8,9,8,8,8,7,8,9,1479,0.007437,0.070994,0.012847,0.202164,0.665991,0.002705,0.037863,0.223,0.254102,0.718477,0.441,0.355
'LOPEZ ELEMENTARY SCHOOL',12,9,9,9,8,6,11,10,9,12,372,0.002688,0.021505,0.013441,0.155914,0.731183,0.002688,0.072581,0.333,0.224761,0.60171,0.512,0.495
'PECK ELEMENTARY SCHOOL',12,9,9,8,9,8,10,10,9,10,399,0.005013,0.017544,0.010025,0.245614,0.681704,0.002506,0.037594,0.484,0.264702,0.667416,0.35,0.329
'MOUNTAIN VIEW HIGH SCHOOL',8,7,7,7,7,6,7,7,7,7,1103,0.009973,0.004533,0.007253,0.184044,0.773345,0.00544,0.015413,0.279,0.222,0.568413,0.382,0.297
'DEVINNY ELEMENTARY SCHOOL',12,12,12,11,11,12,10,11,9,9,597,0.011725,0.038526,0.005025,0.118928,0.79732,0.001675,0.026801,0.134,0.213518,0.676677,0.486,0.492
'LEGEND HIGH SCHOOL',8,9,9,9,9,9,6,6,5,9,1332,0.003754,0.022523,0.016517,0.094595,0.828078,0,0.034535,0.086,0.120185,0.822696,0.538,0.516
'WEST DENVER PREP:  FEDERAL CAMPUS',12,6,5,7,6,7,13,13,13,13,322,0.003106,0.003106,0.003106,0.965839,0.024845,0,0,0.929,0.372684,0.272369,0.099,0.114
'LIBERTY COMMON CHARTER SCHOOL',12,13,13,12,13,10,9,6,8,13,846,0.004728,0.068558,0.007092,0.053191,0.838061,0,0.028369,0.05,0.119355,0.687251,0.597,0.525
'LIMON JUNIOR-SENIOR HIGH SCHOOL',8,7,7,7,9,7,7,7,5,10,262,0.007634,0.01145,0.022901,0.083969,0.843511,0,0.030534,0.412,0.306897,0.517241,0.13,0.203
'PEETZ JUNIOR-SENIOR HIGH SCHOOL',12,10,10,9,12,10,12,7,9,13,76,0,0,0,0.039474,0.947368,0,0.013158,0.368,0.23913,0.467105,0.211,0.18
'LIBERTY JUNIOR-SENIOR HIGH SCHOOL',8,6,6,6,6,6,9,6,10,9,38,0,0,0,0.026316,0.921053,0,0.052632,0.474,0,0.353846,0.267,0.151
'PALMER RIDGE HIGH SCHOOL',8,10,9,10,10,10,3,1,4,5,1131,0.011494,0.019452,0.013263,0.091954,0.827586,0.000884,0.035367,0.096,0.06079,0.853646,0.677,0.598
'COTOPAXI JUNIOR-SENIOR HIGH SCHOOL',8,7,9,7,9,6,9,9,7,10,105,0.019048,0,0,0.047619,0.904762,0,0.028571,0.638,0.537879,0.419162,0.313,0.232
'RICE ELEMENTARY SCHOOL',12,8,7,8,7,8,11,9,10,12,397,0.010076,0,0.012594,0.166247,0.803526,0.002519,0.005038,0.346,0.124615,0.688959,0.286,0.344
'ANIMAS HIGH SCHOOL',8,11,12,10,11,10,6,6,5,6,128,0.03125,0.015625,0.015625,0.078125,0.820313,0,0.039063,0.109,0.262157,0.292453,0,0.118
'PINE RIDGE ELEMENTARY SCHOOL',11,10,9,12,9,8,12,9,13,9,550,0.003636,0.090909,0.030909,0.118182,0.692727,0,0.063636,0.048,0.136512,0.80916,0.6,0.549
'YORK INTERNATIONAL',8,6,6,6,6,6,12,12,9,12,740,0.012162,0.008108,0.013514,0.739189,0.197297,0.001351,0.028378,0.732,0.323121,0.400566,0.153,0.111
'PIKES PEAK PREP',8,9,10,7,7,6,12,13,11,12,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.638,0.447523,0.37573,0.351,0.268
'BEAR CANYON ELEMENTARY SCHOOL',11,12,10,12,12,10,10,9,11,10,622,0.001608,0.030547,0.004823,0.09164,0.848875,0,0.022508,0.068,0.136388,0.868132,0.667,0.642
'BROADWAY ELEMENTARY SCHOOL',11,8,9,9,7,7,10,10,10,9,245,0.020408,0.016327,0.008163,0.093878,0.828571,0.004082,0.028571,0.248,0.306263,0.442336,0.144,0.221
'FRASER VALLEY ELEMENTARY SCHOOL',11,9,9,8,9,8,9,10,6,9,261,0.003831,0,0.007663,0.130268,0.850575,0.007663,0,0.185,0.244541,0.59188,0.143,0.661
'GREENWOOD ELEMENTARY SCHOOL',11,13,13,13,12,13,9,7,9,10,397,0,0.088161,0.02267,0.047859,0.801008,0.002519,0.037783,0.033,0.306933,0.330056,0.093,0.155
'HOMESTEAD ELEMENTARY SCHOOL',11,12,12,12,12,12,10,10,12,6,521,0.005758,0.076775,0.019194,0.117083,0.744722,0.001919,0.034549,0.06,0.246199,0.706553,0.593,0.63
'STEIN ELEMENTARY SCHOOL',11,6,6,6,7,6,12,11,12,12,763,0.005242,0.017038,0.026212,0.788991,0.144168,0,0.018349,0.907,0.384211,0.513789,0.243,0.331
'WRAY ELEMENTARY SCHOOL',11,6.810069,9,11,8,6.785469,12,9,12,10,321,0,0.003115,0.003115,0.23676,0.732087,0.003115,0.021807,0.57,0.059687,0.403609,0.246,0.13
'DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL',8,6,7,6,6,6,9,9,9,7,89,0.022472,0.022472,0.011236,0.044944,0.898876,0,0,0.348,0.071038,0.584071,0.255,0.131
'GRANADA UNDIVIDED HIGH SCHOOL',8,6,7,6,6,5,6,12,6,4,102,0,0,0,0.745098,0.254902,0,0,0.627,0.097087,0.361963,0.122,0.132
'RANGELY JUNIOR/SENIOR HIGH SCHOOL',8,7,6,7,6,9,12,12,10,10,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.255,0.135531,0.687596,0.206,0.231
'CLEAR CREEK HIGH SCHOOL',8,7,7,6,7,8,6,6,5,9,247,0.012146,0,0.016194,0.145749,0.801619,0,0.024291,0.243,0.151545,0.802994,0.676,0.615
'WRAY HIGH SCHOOL',8,7,7,6,7,9,9,9,7,11,193,0.005181,0,0,0.217617,0.772021,0,0.005181,0.477,0.059687,0.403609,0.246,0.13
'GOLDEN HIGH SCHOOL',8,9,9,9,9,9,6,6,7,6,1276,0.004702,0.024295,0.008621,0.089342,0.851097,0.003135,0.018809,0.197,0.192433,0.667387,0.536,0.528
'MANCOS HIGH SCHOOL',8,8,9,9,6,6,9,6,9,9,114,0.096491,0,0.008772,0.166667,0.710526,0,0.017544,0.404,0.370019,0.503396,0.455,0.469
'MANNING OPTIONS SCHOOL',11,13,13,12,13,13,9,7,10,8,442,0.004525,0.036199,0.00905,0.079186,0.832579,0.002262,0.036199,0.077,0.192433,0.667387,0.536,0.528
'RICARDO FLORES MAGON ACADEMY',11,10,9,13,9,7,12,6,12,12,262,0.007634,0.022901,0.019084,0.923664,0.026718,0,0,0.885,0.265176,0.360748,0.1,0.16
'GRANT RANCH K-8 SCHOOL',11,6,6,6,7,6,10,12,9,9,763,0.006553,0.078637,0.034076,0.470511,0.373526,0.002621,0.034076,0.508,0.192921,0.732433,0.498,0.491
'LYONS MIDDLE/SENIOR HIGH SCHOOL',11,9,9,9,10,12,12,9,12,10,441,0.006803,0.015873,0.002268,0.0839,0.886621,0,0.004535,0.154,0.222376,0.72927,0.631,0.548
'THOMPSON VALLEY HIGH SCHOOL',8,9,7,9,8,8,7,6,8,6,1330,0.006767,0.008271,0.003759,0.090226,0.878195,0.005263,0.007519,0.241,0.222,0.568413,0.382,0.297
'CENTAURUS HIGH SCHOOL',7,6,6,7,6,6,6,5,9,6,1042,0.007678,0.026871,0.012476,0.317658,0.59501,0,0.040307,0.314,0.304228,0.648784,0.598,0.494
'MEAD HIGH SCHOOL',7,8,6,9,9,6,6,6,6,6,488,0,0.020492,0.006148,0.178279,0.786885,0.006148,0.002049,0.213,0.170269,0.691488,0.429,0.364
'LITTLETON PREP CHARTER SCHOOL',11,9,12,7,12,9,9,9,9,8,520,0.005769,0.028846,0.017308,0.280769,0.644231,0,0.023077,0.229,0.192921,0.732433,0.498,0.491
'ODYSSEY CHARTER ELEMENTARY SCHOOL',11,9,11,8,10,9,12,7,12,12,226,0,0.022124,0.146018,0.141593,0.544248,0,0.146018,0.283,0.450721,0.521253,0.554,0.38
'TWIN PEAKS CHARTER ACADEMY',11,10,10,9,10,10,11,12,6,12,707,0.004243,0.168317,0.015559,0.173975,0.609618,0.004243,0.024045,0.25,0.342934,0.41851,0.343,0.294
'FLEMING HIGH SCHOOL',7,10,9,10,9,9,6,4,6,6,80,0,0.0125,0,0.0875,0.9,0,0,0.413,0.145455,0.371179,0.208,0.072
'UNIVERSITY SCHOOLS',7,6,6,7,6,6,7,5,9,6,1193,0.010059,0.015088,0.017603,0.260687,0.683152,0.005868,0.007544,0.221,0.216954,0.578208,0.331,0.331
'DEL NORTE MIDDLE SCHOOL',11,6,6,6,6,8,13,12,13,11,143,0.006993,0,0.013986,0.58042,0.398601,0,0,0.615,0.260536,0.278409,0.293,0.135
'FOWLER HIGH SCHOOL',7,6,6,6,7,6,7,6,7,6,119,0,0.008403,0,0.184874,0.789916,0,0.016807,0.412,0.131653,0.381663,0.176,0.118
'BLUE MOUNTAIN ELEMENTARY',11,12,11,11,12,12,9,10,5,10,489,0,0.096115,0.010225,0.07362,0.803681,0.002045,0.014315,0.082,0.163212,0.757195,0.647,0.628
'ELDORADO K-8 SCHOOL',11,12,9,12,12,12,9,9,7,10,987,0.00304,0.129686,0.007092,0.081054,0.729483,0,0.049645,0.074,0.133119,0.823075,0.816,0.67
'PRAIRIE JUNIOR-SENIOR HIGH SCHOOL',7,9,9,9,9,9,7,8,6,9,81,0,0,0.049383,0.123457,0.82716,0,0,0.321,0,0.487179,0,0.103
'CASTLE VIEW HIGH SCHOOL',7,9,8,9,8,8,5,3,6,6,1567,0.002553,0.021059,0.008934,0.138481,0.802808,0,0.026165,0.119,0.105998,0.80597,0.585,0.499
'ROCKY MOUNTAIN HIGH SCHOOL',7,9,9,9,9,9,7,6,6,9,2036,0.00835,0.018664,0.022593,0.142927,0.781925,0.001473,0.024067,0.228,0.224761,0.60171,0.512,0.495
'BERGEN VALLEY INTERMEDIATE SCHOOL',11,12,12,12,12,12,9,9,8,9,301,0,0.016611,0,0.059801,0.893688,0.003322,0.026578,0.073,0.151545,0.802994,0.676,0.615
'BUFFALO RIDGE ELEMENTARY SCHOOL',11,12,12,11,12,8,8,6,7,9,505,0.00198,0.017822,0.005941,0.059406,0.885149,0,0.029703,0.04,0.11606,0.842772,0.69,0.632
'COYOTE RIDGE ELEMENTARY SCHOOL',11,11,11,12,9,9,10,12,9,9,569,0,0.052724,0.001757,0.075571,0.864675,0.001757,0.003515,0.044,0.218448,0.735466,0.505,0.374
'ROLLING HILLS ELEMENTARY SCHOOL',11,11,11,12,10,9,10,9,9,9,680,0.002941,0.113235,0.072059,0.097059,0.692647,0,0.022059,0.072,0.1872,0.742714,0.444,0.423
'NORTH STAR ACADEMY',11,12,10,12,12,9,9,9,10,9,587,0.001704,0.057922,0.022147,0.107325,0.764906,0.003407,0.042589,0,0.120185,0.822696,0.538,0.516
'OMAR D BLAIR CHARTER SCHOOL',11,6,6,6,6,5,10,10,9,9,800,0.00125,0.09,0.3325,0.38125,0.13375,0.00125,0.06,0.539,0.284428,0.532272,0.282,0.304
'EAGLECREST HIGH SCHOOL',7,7,6,7,6,7,7,6,7,6,2376,0.002946,0.066077,0.170034,0.172138,0.556397,0.003788,0.02862,0.283,0.1872,0.742714,0.444,0.423
'PLATTE CANYON HIGH SCHOOL',7,9,8,10,9,9,6,5,9,5,376,0.007979,0.018617,0.015957,0.042553,0.87234,0,0.042553,0.303,0.184932,0.659599,0.288,0.288
'CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL',7,6,6,6,5,7,11,12,9,9,204,0.029412,0,0.034314,0.063725,0.872549,0,0,0.456,0.558824,0.356322,0.275,0.138
